date,comp,round,venue,result,gf,ga,opponent,xg,xga,poss,sh,sot,fk,pk,pkatt,team
2024-05-04,Bundesliga,Matchweek 32,Away,D,2,2,Werder Bremen,1.9,1.4,44.0,16.0,5.0,0.0,1,1,Monchengladbach
2024-05-11,Bundesliga,Matchweek 33,Home,D,1,1,Eint Frankfurt,0.4,1.5,44.0,6.0,3.0,0.0,0,0,Monchengladbach
2024-05-18,Bundesliga,Matchweek 34,Away,L,0,4,Stuttgart,1.3,1.6,40.0,14.0,5.0,0.0,0,0,Monchengladbach
2023-08-13,DFB-Pokal,Round of 64,Away,W,4,0,Astoria Walldorf,,,49.0,18.0,8.0,,1,1,Union Berlin
2023-08-20,Bundesliga,Matchweek 1,Home,W,4,1,Mainz 05,1.9,2.3,47.0,11.0,6.0,2.0,0,0,Union Berlin
2023-08-26,Bundesliga,Matchweek 2,Away,W,4,1,Darmstadt 98,1.7,2.3,27.0,13.0,6.0,0.0,0,0,Union Berlin
2023-09-03,Bundesliga,Matchweek 3,Home,L,0,3,RB Leipzig,0.3,1.2,36.0,3.0,1.0,1.0,0,0,Union Berlin
2023-09-16,Bundesliga,Matchweek 4,Away,L,1,2,Wolfsburg,1.1,0.4,56.0,19.0,6.0,0.0,0,0,Union Berlin
2023-09-20,Champions Lg,Group stage,Away,L,0,1,es Real Madrid,0.2,3.7,25.0,4.0,0.0,0.0,0,0,Union Berlin
2023-09-23,Bundesliga,Matchweek 5,Home,L,0,2,Hoffenheim,1.6,2.0,57.0,22.0,5.0,0.0,0,0,Union Berlin
2023-09-30,Bundesliga,Matchweek 6,Away,L,0,1,Heidenheim,2.2,0.8,50.0,20.0,8.0,2.0,0,0,Union Berlin
2023-10-03,Champions Lg,Group stage,Home,L,2,3,pt Braga,2.0,1.2,37.0,13.0,5.0,1.0,0,0,Union Berlin
2023-10-07,Bundesliga,Matchweek 7,Away,L,2,4,Dortmund,1.4,1.6,34.0,12.0,4.0,0.0,1,1,Union Berlin
2023-10-21,Bundesliga,Matchweek 8,Home,L,0,3,Stuttgart,0.6,1.4,43.0,9.0,1.0,0.0,0,0,Union Berlin
2023-10-24,Champions Lg,Group stage,Home,L,0,1,it Napoli,0.4,0.2,41.0,11.0,2.0,0.0,0,0,Union Berlin
2023-10-28,Bundesliga,Matchweek 9,Away,L,0,2,Werder Bremen,0.6,0.8,44.0,7.0,2.0,0.0,0,0,Union Berlin
2023-10-31,DFB-Pokal,Round of 32,Away,L,0,1,Stuttgart,,,38.0,7.0,0.0,,0,0,Union Berlin
2023-11-04,Bundesliga,Matchweek 10,Home,L,0,3,Eint Frankfurt,0.7,1.6,50.0,11.0,3.0,0.0,0,0,Union Berlin
2023-11-08,Champions Lg,Group stage,Away,D,1,1,it Napoli,1.1,1.7,27.0,15.0,6.0,1.0,0,0,Union Berlin
2023-11-12,Bundesliga,Matchweek 11,Away,L,0,4,Leverkusen,0.0,2.4,31.0,2.0,2.0,0.0,0,0,Union Berlin
2023-11-25,Bundesliga,Matchweek 12,Home,D,1,1,Augsburg,2.1,1.7,61.0,14.0,5.0,0.0,0,1,Union Berlin
2023-11-29,Champions Lg,Group stage,Away,D,1,1,pt Braga,0.8,1.8,47.0,6.0,2.0,0.0,0,0,Union Berlin
2023-12-09,Bundesliga,Matchweek 14,Home,W,3,1,Gladbach,2.1,1.1,38.0,15.0,5.0,1.0,1,1,Union Berlin
2023-12-12,Champions Lg,Group stage,Home,L,2,3,es Real Madrid,1.1,2.9,26.0,8.0,5.0,0.0,0,0,Union Berlin
2023-12-16,Bundesliga,Matchweek 15,Away,L,0,3,Bochum,0.7,2.8,51.0,9.0,1.0,0.0,0,0,Union Berlin
2023-12-20,Bundesliga,Matchweek 16,Home,W,2,0,Köln,1.5,0.8,40.0,11.0,6.0,0.0,0,0,Union Berlin
2024-01-13,Bundesliga,Matchweek 17,Away,D,0,0,Freiburg,0.5,1.8,43.0,9.0,4.0,0.0,0,0,Union Berlin
2024-01-24,Bundesliga,Matchweek 13,Away,L,0,1,Bayern Munich,0.2,2.1,28.0,4.0,1.0,0.0,0,0,Union Berlin
2024-01-28,Bundesliga,Matchweek 19,Home,W,1,0,Darmstadt 98,2.5,1.1,50.0,21.0,6.0,0.0,0,0,Union Berlin
2024-02-04,Bundesliga,Matchweek 20,Away,L,0,2,RB Leipzig,0.5,1.1,34.0,10.0,2.0,0.0,0,0,Union Berlin
2024-02-07,Bundesliga,Matchweek 18,Away,D,1,1,Mainz 05,1.0,1.3,54.0,16.0,4.0,0.0,0,0,Union Berlin
2024-02-10,Bundesliga,Matchweek 21,Home,W,1,0,Wolfsburg,0.5,1.3,42.0,8.0,1.0,0.0,0,0,Union Berlin
2024-02-17,Bundesliga,Matchweek 22,Away,W,1,0,Hoffenheim,1.4,1.0,34.0,10.0,3.0,1.0,0,0,Union Berlin
2024-02-24,Bundesliga,Matchweek 23,Home,D,2,2,Heidenheim,1.1,1.1,58.0,12.0,3.0,0.0,0,0,Union Berlin
2024-03-02,Bundesliga,Matchweek 24,Home,L,0,2,Dortmund,1.2,1.6,39.0,14.0,3.0,0.0,0,0,Union Berlin
2024-03-08,Bundesliga,Matchweek 25,Away,L,0,2,Stuttgart,0.9,1.0,30.0,9.0,4.0,0.0,0,0,Union Berlin
2024-03-16,Bundesliga,Matchweek 26,Home,W,2,1,Werder Bremen,1.1,1.1,50.0,11.0,6.0,0.0,0,0,Union Berlin
2024-03-30,Bundesliga,Matchweek 27,Away,D,0,0,Eint Frankfurt,1.5,1.0,35.0,11.0,2.0,0.0,0,0,Union Berlin
2024-04-06,Bundesliga,Matchweek 28,Home,L,0,1,Leverkusen,0.3,2.8,35.0,9.0,0.0,0.0,0,0,Union Berlin
2024-04-12,Bundesliga,Matchweek 29,Away,L,0,2,Augsburg,1.6,1.6,53.0,17.0,3.0,0.0,0,0,Union Berlin
2024-04-20,Bundesliga,Matchweek 30,Home,L,1,5,Bayern Munich,1.4,1.4,37.0,15.0,4.0,0.0,0,0,Union Berlin
2024-04-28,Bundesliga,Matchweek 31,Away,D,0,0,Gladbach,1.0,0.9,48.0,14.0,7.0,0.0,0,0,Union Berlin
2024-05-05,Bundesliga,Matchweek 32,Home,L,3,4,Bochum,0.9,1.4,48.0,12.0,5.0,0.0,0,0,Union Berlin
2024-05-11,Bundesliga,Matchweek 33,Away,L,2,3,Köln,1.6,3.1,38.0,12.0,5.0,0.0,1,1,Union Berlin
2024-05-18,Bundesliga,Matchweek 34,Home,W,2,1,Freiburg,2.3,1.0,38.0,11.0,3.0,0.0,0,2,Union Berlin
2023-08-12,DFB-Pokal,Round of 64,Away,D,2 (1),2 (4),Arminia,,,58.0,22.0,7.0,,0,0,Bochum
2023-08-19,Bundesliga,Matchweek 1,Away,L,0,5,Stuttgart,0.8,3.0,40.0,4.0,1.0,0.0,0,0,Bochum
2023-08-26,Bundesliga,Matchweek 2,Home,D,1,1,Dortmund,1.0,1.3,36.0,20.0,7.0,0.0,0,0,Bochum
2023-09-02,Bundesliga,Matchweek 3,Away,D,2,2,Augsburg,1.6,1.9,62.0,21.0,8.0,2.0,0,0,Bochum
2023-09-16,Bundesliga,Matchweek 4,Home,D,1,1,Eint Frankfurt,2.0,0.6,49.0,21.0,6.0,1.0,1,1,Bochum
2023-09-23,Bundesliga,Matchweek 5,Away,L,0,7,Bayern Munich,0.1,4.8,38.0,4.0,1.0,0.0,0,0,Bochum
2023-09-30,Bundesliga,Matchweek 6,Home,L,1,3,Gladbach,1.7,2.9,58.0,24.0,4.0,0.0,0,0,Bochum
2023-10-07,Bundesliga,Matchweek 7,Away,D,0,0,RB Leipzig,0.4,2.5,25.0,9.0,2.0,1.0,0,0,Bochum
2023-10-21,Bundesliga,Matchweek 8,Away,L,1,2,Freiburg,1.5,2.3,42.0,13.0,3.0,0.0,0,0,Bochum
2023-10-27,Bundesliga,Matchweek 9,Home,D,2,2,Mainz 05,1.4,0.4,50.0,11.0,3.0,0.0,1,1,Bochum
2023-11-03,Bundesliga,Matchweek 10,Away,W,2,1,Darmstadt 98,1.2,0.7,42.0,9.0,4.0,1.0,0,0,Bochum
2023-11-11,Bundesliga,Matchweek 11,Home,D,1,1,Köln,3.7,0.9,52.0,25.0,9.0,1.0,0,0,Bochum
2023-11-26,Bundesliga,Matchweek 12,Away,D,0,0,Heidenheim,0.4,0.8,51.0,10.0,2.0,0.0,0,0,Bochum
2023-12-02,Bundesliga,Matchweek 13,Home,W,3,1,Wolfsburg,1.5,1.3,44.0,20.0,8.0,0.0,0,0,Bochum
2023-12-08,Bundesliga,Matchweek 14,Away,L,1,3,Hoffenheim,1.5,1.5,58.0,22.0,5.0,0.0,0,0,Bochum
2023-12-16,Bundesliga,Matchweek 15,Home,W,3,0,Union Berlin,2.8,0.7,49.0,21.0,6.0,1.0,1,1,Bochum
2023-12-20,Bundesliga,Matchweek 16,Away,L,0,4,Leverkusen,0.4,3.3,31.0,6.0,1.0,0.0,0,0,Bochum
2024-01-14,Bundesliga,Matchweek 17,Home,D,1,1,Werder Bremen,0.7,0.8,49.0,14.0,4.0,0.0,0,0,Bochum
2024-01-20,Bundesliga,Matchweek 18,Home,W,1,0,Stuttgart,0.9,1.4,38.0,6.0,1.0,0.0,0,0,Bochum
2024-01-28,Bundesliga,Matchweek 19,Away,L,1,3,Dortmund,0.5,2.9,37.0,11.0,4.0,1.0,0,0,Bochum
2024-02-03,Bundesliga,Matchweek 20,Home,D,1,1,Augsburg,0.9,1.6,49.0,10.0,4.0,0.0,0,0,Bochum
2024-02-10,Bundesliga,Matchweek 21,Away,D,1,1,Eint Frankfurt,1.5,2.4,47.0,14.0,5.0,0.0,0,0,Bochum
2024-02-18,Bundesliga,Matchweek 22,Home,W,3,2,Bayern Munich,1.7,3.3,32.0,12.0,3.0,0.0,1,1,Bochum
2024-02-24,Bundesliga,Matchweek 23,Away,L,2,5,Gladbach,1.6,3.5,52.0,16.0,4.0,1.0,0,0,Bochum
2024-03-02,Bundesliga,Matchweek 24,Home,L,1,4,RB Leipzig,0.8,2.1,44.0,14.0,3.0,1.0,0,0,Bochum
2024-03-10,Bundesliga,Matchweek 25,Home,L,1,2,Freiburg,1.2,1.4,60.0,24.0,7.0,0.0,0,0,Bochum
2024-03-16,Bundesliga,Matchweek 26,Away,L,0,2,Mainz 05,0.7,2.5,50.0,11.0,1.0,0.0,0,0,Bochum
2024-03-31,Bundesliga,Matchweek 27,Home,D,2,2,Darmstadt 98,1.8,0.9,57.0,21.0,7.0,0.0,0,0,Bochum
2024-04-06,Bundesliga,Matchweek 28,Away,L,1,2,Köln,0.6,1.0,44.0,11.0,2.0,0.0,0,0,Bochum
2024-04-13,Bundesliga,Matchweek 29,Home,D,1,1,Heidenheim,1.2,1.1,61.0,23.0,5.0,3.0,0,0,Bochum
2024-04-20,Bundesliga,Matchweek 30,Away,L,0,1,Wolfsburg,1.3,0.8,54.0,13.0,1.0,1.0,0,0,Bochum
2024-04-26,Bundesliga,Matchweek 31,Home,W,3,2,Hoffenheim,3.2,1.0,46.0,36.0,12.0,3.0,0,0,Bochum
2024-05-05,Bundesliga,Matchweek 32,Away,W,4,3,Union Berlin,1.4,0.9,52.0,18.0,5.0,0.0,0,0,Bochum
2024-05-12,Bundesliga,Matchweek 33,Home,L,0,5,Leverkusen,0.3,4.2,33.0,3.0,0.0,0.0,0,0,Bochum
2024-05-18,Bundesliga,Matchweek 34,Away,L,1,4,Werder Bremen,2.1,3.0,54.0,27.0,7.0,1.0,0,0,Bochum
2023-08-14,DFB-Pokal,Round of 64,Away,W,3,1,Osnabrück,,,46.0,14.0,6.0,,0,0,Koln
2023-08-19,Bundesliga,Matchweek 1,Away,L,0,1,Dortmund,1.2,1.8,34.0,11.0,4.0,0.0,0,0,Koln
2023-08-26,Bundesliga,Matchweek 2,Home,L,1,2,Wolfsburg,0.9,1.7,50.0,13.0,2.0,0.0,0,0,Koln
2023-09-03,Bundesliga,Matchweek 3,Away,D,1,1,Eint Frankfurt,0.9,1.1,35.0,6.0,1.0,0.0,1,1,Koln
2023-09-16,Bundesliga,Matchweek 4,Home,L,1,3,Hoffenheim,1.0,1.0,56.0,18.0,6.0,0.0,0,0,Koln
2023-09-23,Bundesliga,Matchweek 5,Away,L,1,2,Werder Bremen,1.3,2.1,53.0,14.0,4.0,1.0,0,0,Koln
2023-09-30,Bundesliga,Matchweek 6,Home,L,0,2,Stuttgart,0.7,2.5,40.0,14.0,5.0,0.0,0,0,Koln
2023-10-08,Bundesliga,Matchweek 7,Away,L,0,3,Leverkusen,1.3,3.2,36.0,7.0,3.0,0.0,0,0,Koln
2023-10-22,Bundesliga,Matchweek 8,Home,W,3,1,Gladbach,2.7,0.3,60.0,21.0,6.0,1.0,2,2,Koln
2023-10-28,Bundesliga,Matchweek 9,Away,L,0,6,RB Leipzig,0.9,4.2,38.0,6.0,1.0,1.0,0,0,Koln
2023-10-31,DFB-Pokal,Round of 32,Away,L,2,3,Kaiserslautern,,,73.0,13.0,3.0,,0,0,Koln
2023-11-04,Bundesliga,Matchweek 10,Home,D,1,1,Augsburg,2.0,2.6,59.0,26.0,11.0,1.0,0,0,Koln
2023-11-11,Bundesliga,Matchweek 11,Away,D,1,1,Bochum,0.9,3.7,48.0,11.0,6.0,0.0,0,0,Koln
2023-11-24,Bundesliga,Matchweek 12,Home,L,0,1,Bayern Munich,0.2,3.5,32.0,6.0,1.0,0.0,0,0,Koln
2023-12-01,Bundesliga,Matchweek 13,Away,W,1,0,Darmstadt 98,1.5,0.7,55.0,12.0,6.0,1.0,0,0,Koln
2023-12-10,Bundesliga,Matchweek 14,Home,D,0,0,Mainz 05,0.3,1.4,54.0,5.0,3.0,0.0,0,0,Koln
2023-12-17,Bundesliga,Matchweek 15,Away,L,0,2,Freiburg,1.2,3.0,48.0,7.0,1.0,1.0,0,0,Koln
2023-12-20,Bundesliga,Matchweek 16,Away,L,0,2,Union Berlin,0.8,1.5,60.0,16.0,7.0,1.0,0,0,Koln
2024-01-13,Bundesliga,Matchweek 17,Home,D,1,1,Heidenheim,0.9,0.9,51.0,14.0,5.0,1.0,0,0,Koln
2024-01-20,Bundesliga,Matchweek 18,Home,L,0,4,Dortmund,1.3,3.4,39.0,19.0,5.0,0.0,0,0,Koln
2024-01-27,Bundesliga,Matchweek 19,Away,D,1,1,Wolfsburg,0.6,1.5,48.0,6.0,2.0,0.0,0,0,Koln
2024-02-03,Bundesliga,Matchweek 20,Home,W,2,0,Eint Frankfurt,1.3,0.8,41.0,15.0,4.0,1.0,0,0,Koln
2024-02-11,Bundesliga,Matchweek 21,Away,D,1,1,Hoffenheim,0.1,1.2,43.0,6.0,1.0,1.0,0,0,Koln
2024-02-16,Bundesliga,Matchweek 22,Home,L,0,1,Werder Bremen,0.8,1.8,57.0,13.0,2.0,1.0,0,0,Koln
2024-02-24,Bundesliga,Matchweek 23,Away,D,1,1,Stuttgart,0.7,2.2,26.0,12.0,6.0,0.0,0,0,Koln
2024-03-03,Bundesliga,Matchweek 24,Home,L,0,2,Leverkusen,1.0,1.5,23.0,6.0,0.0,0.0,0,0,Koln
2024-03-09,Bundesliga,Matchweek 25,Away,D,3,3,Gladbach,0.6,1.8,42.0,12.0,5.0,1.0,0,0,Koln
2024-03-15,Bundesliga,Matchweek 26,Home,L,1,5,RB Leipzig,1.2,3.3,34.0,10.0,2.0,0.0,0,0,Koln
2024-03-31,Bundesliga,Matchweek 27,Away,D,1,1,Augsburg,1.3,2.2,43.0,12.0,2.0,0.0,0,0,Koln
2024-04-06,Bundesliga,Matchweek 28,Home,W,2,1,Bochum,1.0,0.6,56.0,20.0,7.0,0.0,0,0,Koln
2024-04-13,Bundesliga,Matchweek 29,Away,L,0,2,Bayern Munich,0.9,2.2,31.0,11.0,5.0,0.0,0,0,Koln
2024-04-20,Bundesliga,Matchweek 30,Home,L,0,2,Darmstadt 98,1.0,1.8,58.0,19.0,4.0,0.0,0,0,Koln
2024-04-28,Bundesliga,Matchweek 31,Away,D,1,1,Mainz 05,2.5,1.6,61.0,15.0,5.0,0.0,1,2,Koln
2024-05-04,Bundesliga,Matchweek 32,Home,D,0,0,Freiburg,0.9,0.8,56.0,19.0,7.0,0.0,0,0,Koln
2024-05-11,Bundesliga,Matchweek 33,Home,W,3,2,Union Berlin,3.1,1.6,62.0,17.0,4.0,0.0,1,1,Koln
2024-05-18,Bundesliga,Matchweek 34,Away,L,1,4,Heidenheim,2.3,1.0,51.0,22.0,9.0,0.0,0,0,Koln
2023-08-14,DFB-Pokal,Round of 64,Away,L,0,3,Homburg,,,82.0,27.0,9.0,,0,1,Darmstadt 98
2023-08-20,Bundesliga,Matchweek 1,Away,L,0,1,Eint Frankfurt,0.5,1.5,39.0,10.0,2.0,0.0,0,0,Darmstadt 98
2023-08-26,Bundesliga,Matchweek 2,Home,L,1,4,Union Berlin,2.3,1.7,73.0,21.0,6.0,0.0,0,0,Darmstadt 98
2023-09-02,Bundesliga,Matchweek 3,Away,L,1,5,Leverkusen,0.4,2.8,28.0,5.0,1.0,0.0,0,0,Darmstadt 98
2023-09-17,Bundesliga,Matchweek 4,Home,D,3,3,Gladbach,1.2,3.9,37.0,15.0,8.0,2.0,0,0,Darmstadt 98
2023-09-22,Bundesliga,Matchweek 5,Away,L,1,3,Stuttgart,0.2,2.3,42.0,4.0,0.0,0.0,0,0,Darmstadt 98
2023-10-01,Bundesliga,Matchweek 6,Home,W,4,2,Werder Bremen,2.4,1.5,43.0,13.0,4.0,0.0,1,1,Darmstadt 98
2023-10-07,Bundesliga,Matchweek 7,Away,W,2,1,Augsburg,1.8,0.9,52.0,16.0,4.0,0.0,1,1,Darmstadt 98
2023-10-21,Bundesliga,Matchweek 8,Home,L,1,3,RB Leipzig,2.4,1.9,57.0,17.0,3.0,0.0,1,1,Darmstadt 98
2023-10-28,Bundesliga,Matchweek 9,Away,L,0,8,Bayern Munich,0.7,5.8,46.0,9.0,4.0,1.0,0,0,Darmstadt 98
2023-11-03,Bundesliga,Matchweek 10,Home,L,1,2,Bochum,0.7,1.2,58.0,15.0,4.0,1.0,0,0,Darmstadt 98
2023-11-11,Bundesliga,Matchweek 11,Home,D,0,0,Mainz 05,0.5,0.7,56.0,10.0,3.0,0.0,0,0,Darmstadt 98
2023-11-25,Bundesliga,Matchweek 12,Away,D,1,1,Freiburg,0.4,1.6,34.0,7.0,1.0,0.0,0,0,Darmstadt 98
2023-12-01,Bundesliga,Matchweek 13,Home,L,0,1,Köln,0.7,1.5,45.0,11.0,2.0,2.0,0,0,Darmstadt 98
2023-12-09,Bundesliga,Matchweek 14,Away,L,2,3,Heidenheim,0.9,1.4,56.0,20.0,7.0,0.0,0,0,Darmstadt 98
2023-12-16,Bundesliga,Matchweek 15,Home,L,0,1,Wolfsburg,0.6,0.6,63.0,13.0,4.0,1.0,0,0,Darmstadt 98
2023-12-19,Bundesliga,Matchweek 16,Away,D,3,3,Hoffenheim,0.8,3.5,55.0,15.0,3.0,0.0,0,0,Darmstadt 98
2024-01-13,Bundesliga,Matchweek 17,Home,L,0,3,Dortmund,1.0,3.1,48.0,11.0,2.0,1.0,0,0,Darmstadt 98
2024-01-20,Bundesliga,Matchweek 18,Home,D,2,2,Eint Frankfurt,1.1,1.2,50.0,12.0,3.0,0.0,0,0,Darmstadt 98
2024-01-28,Bundesliga,Matchweek 19,Away,L,0,1,Union Berlin,1.1,2.5,50.0,16.0,1.0,0.0,0,0,Darmstadt 98
2024-02-03,Bundesliga,Matchweek 20,Home,L,0,2,Leverkusen,0.6,1.9,33.0,8.0,6.0,0.0,0,0,Darmstadt 98
2024-02-10,Bundesliga,Matchweek 21,Away,D,0,0,Gladbach,0.7,1.5,42.0,10.0,1.0,0.0,0,0,Darmstadt 98
2024-02-17,Bundesliga,Matchweek 22,Home,L,1,2,Stuttgart,1.7,1.6,57.0,20.0,7.0,1.0,0,0,Darmstadt 98
2024-02-24,Bundesliga,Matchweek 23,Away,D,1,1,Werder Bremen,1.0,1.8,45.0,12.0,3.0,0.0,0,0,Darmstadt 98
2024-03-02,Bundesliga,Matchweek 24,Home,L,0,6,Augsburg,0.8,2.9,46.0,10.0,5.0,1.0,0,0,Darmstadt 98
2024-03-09,Bundesliga,Matchweek 25,Away,L,0,2,RB Leipzig,0.5,3.2,36.0,9.0,4.0,0.0,0,0,Darmstadt 98
2024-03-16,Bundesliga,Matchweek 26,Home,L,2,5,Bayern Munich,1.2,3.6,24.0,7.0,3.0,0.0,0,0,Darmstadt 98
2024-03-31,Bundesliga,Matchweek 27,Away,D,2,2,Bochum,0.9,1.8,43.0,12.0,3.0,0.0,0,0,Darmstadt 98
2024-04-06,Bundesliga,Matchweek 28,Away,L,0,4,Mainz 05,0.5,3.6,41.0,14.0,2.0,0.0,0,0,Darmstadt 98
2024-04-14,Bundesliga,Matchweek 29,Home,L,0,1,Freiburg,1.1,0.9,53.0,17.0,4.0,0.0,0,0,Darmstadt 98
2024-04-20,Bundesliga,Matchweek 30,Away,W,2,0,Köln,1.8,1.0,42.0,12.0,6.0,0.0,0,0,Darmstadt 98
2024-04-28,Bundesliga,Matchweek 31,Home,L,0,1,Heidenheim,0.7,1.6,45.0,11.0,3.0,1.0,0,0,Darmstadt 98
2024-05-04,Bundesliga,Matchweek 32,Away,L,0,3,Wolfsburg,0.4,2.2,47.0,6.0,1.0,1.0,0,0,Darmstadt 98
2024-05-12,Bundesliga,Matchweek 33,Home,L,0,6,Hoffenheim,0.6,3.3,41.0,10.0,0.0,0.0,0,0,Darmstadt 98
2024-05-18,Bundesliga,Matchweek 34,Away,L,0,4,Dortmund,0.3,2.6,28.0,6.0,0.0,0.0,0,0,Darmstadt 98
